ensembl_gene_id	gene_symbol	entrez_gene_id	hgnc_id	gene_biotype	synonyms	chromosome	description
ENSG00000227606				lncRNA		19	
ENSG00000227607	SUMO2P2	100859924	HGNC:39012	processed_pseudogene		9	SUMO2 pseudogene 2
ENSG00000227609	TMEM183AP1	100048909	HGNC:33458	processed_pseudogene	BPG126D10.10|OTTHUMG00000086663	6	TMEM183A pseudogene 1
ENSG00000227610	FRMPD3-AS1	100874122	HGNC:41239	lncRNA		X	FRMPD3 antisense RNA 1
ENSG00000227611	LINC01074	106144607	HGNC:49117	lncRNA		13	long independently transcribed non-coding RNA 1074
ENSG00000227613	QRSL1P2	100422330	HGNC:43668	processed_pseudogene		1	QRSL1 pseudogene 2
ENSG00000227615				processed_pseudogene		11	
ENSG00000227616				unprocessed_pseudogene		5	
ENSG00000227617	CERS6-AS1	100861402	HGNC:44485	lncRNA		2	CERS6 antisense RNA 1
ENSG00000227619				lncRNA		9	
ENSG00000227620	ALG1L8P	645015	HGNC:44377	unprocessed_pseudogene		11	ALG1 like 8, pseudogene
ENSG00000227621	PHB1P11	644214	HGNC:39290	processed_pseudogene	PHBP11	1	PHB1 pseudogene 11
ENSG00000227623				processed_pseudogene		2	
ENSG00000227624	SNRPEP3	100129329	HGNC:43445	processed_pseudogene		16	SNRPE pseudogene 3
ENSG00000227625				processed_pseudogene		1	
ENSG00000227627				lncRNA		6	
ENSG00000227629	SLC25A15P1	100422624	HGNC:18497	unprocessed_pseudogene	SLC25A15P|SLC25A15PY1	Y	solute carrier family 25 member 15 pseudogene 1
ENSG00000227630	LINC01132	100506810	HGNC:49444	lncRNA		1	long independently transcribed non-coding RNA 1132
ENSG00000227632				unprocessed_pseudogene		2	
ENSG00000227633	RBMY2YP	379024	HGNC:23902	unprocessed_pseudogene		Y	RNA binding motif protein Y-linked family 2 member Y, pseudogene
ENSG00000227634	LINC01714	102724539	HGNC:52501	lncRNA		1	long independently transcribed non-coding RNA 1714
ENSG00000227635	USP9YP21	106480355	HGNC:38757	unprocessed_pseudogene		Y	USP9Y pseudogene 21
ENSG00000227638	HNRNPA1P14	100421351	HGNC:39132	processed_pseudogene		9	heterogeneous nuclear ribonucleoprotein A1 pseudogene 14
ENSG00000227640	SOX21-AS1	100507533	HGNC:39807	lncRNA		13	SOX21 antisense RNA 1
ENSG00000227644	HIGD1AP11	100874453	HGNC:43006	processed_pseudogene		1	HIG1 hypoxia inducible domain family member 1A pseudogene 11
ENSG00000227645	RPL7P54	100271146	HGNC:36817	processed_pseudogene		X	ribosomal protein L7 pseudogene 54
ENSG00000227646	STEAP2-AS1	100874100	HGNC:40820	lncRNA		7	STEAP2 antisense RNA 1
ENSG00000227649	MTND6P32	107075200	HGNC:52173	processed_pseudogene		X	MT-ND6 pseudogene 32
ENSG00000227653	ISCA1P6	100130549	HGNC:38027	processed_pseudogene		2	iron-sulfur cluster assembly 1 pseudogene 6
ENSG00000227657	SERPINA7P1	100422644	HGNC:44398	unprocessed_pseudogene		X	serpin family A member 7 pseudogene 1
ENSG00000227658				lncRNA		7	
ENSG00000227659	CLYBL-AS2	100874063	HGNC:39894	lncRNA		13	CLYBL antisense RNA 2
ENSG00000227660	UST-AS1	100128176	HGNC:40802	lncRNA		6	UST antisense RNA 1
ENSG00000227661	MTCO3P18	107075215	HGNC:52048	unprocessed_pseudogene		2	MT-CO3 pseudogene 18
ENSG00000227663	RPL7P2	140695	HGNC:16336	processed_pseudogene	bA550O8.1	20	ribosomal protein L7 pseudogene 2
ENSG00000227666	CYCSP24	360177	HGNC:24398	processed_pseudogene	HC3|HCP24|HCP31	9	CYCS pseudogene 24
ENSG00000227667				processed_pseudogene		1	
ENSG00000227671	ZNF731P	729806	HGNC:32471	transcribed_unprocessed_pseudogene	ZNF731	1	zinc finger protein 731, pseudogene
ENSG00000227673				lncRNA		1	
ENSG00000227674	LINC00355	144766	HGNC:27061	lncRNA		13	long independently transcribed non-coding RNA 355
ENSG00000227676	LINC01068	103724388	HGNC:49106	lncRNA		13	long independently transcribed non-coding RNA 1068
ENSG00000227678				lncRNA		6	
ENSG00000227679				processed_pseudogene		10	
ENSG00000227680				lncRNA		2	
ENSG00000227681				lncRNA		6	
ENSG00000227682	ATP5F1AP2	504	HGNC:828	transcribed_processed_pseudogene	ATP5A1P2|ATP5AP2	2	ATP synthase F1 subunit alpha pseudogene 2
ENSG00000227683				lncRNA		10	
ENSG00000227684	CROCCP4	100421113	HGNC:43864	transcribed_unprocessed_pseudogene		1	CROCC pseudogene 4
ENSG00000227685	LINC02088	105371582	HGNC:52939	lncRNA		17	long independently transcribed non-coding RNA 2088
ENSG00000227687				lncRNA		1	
ENSG00000227688	HNRNPA3P2	170526	HGNC:16605	unprocessed_pseudogene	HNRPA3P|HNRPA3P2|dJ977B1.2	20	heterogeneous nuclear ribonucleoprotein A3 pseudogene 2
ENSG00000227689	SRP68P2	252840	HGNC:30426	processed_pseudogene	SRPSMCR	17	signal recognition particle 68 pseudogene 2
ENSG00000227692	MED28P3	100131051	HGNC:45080	processed_pseudogene		2	mediator complex subunit 28 pseudogene 3
ENSG00000227693	GSTM3P1	170523	HGNC:16606	processed_pseudogene	GSTM3P|dJ984P4.2	20	glutathione S-transferase mu 3 pseudogene 1
ENSG00000227694	RPL23AP74	729617	HGNC:36148	processed_pseudogene		17	ribosomal protein L23a pseudogene 74
ENSG00000227695	DNMBP-AS1	100188954	HGNC:20431	lncRNA	FLJ40792|NCRNA00093|bA287G8.2	10	DNMBP antisense RNA 1
ENSG00000227698				lncRNA		21	
ENSG00000227700				processed_pseudogene		1	
ENSG00000227702	LINC00111	54090	HGNC:1262	lncRNA	C21orf21|NCRNA00111	21	long independently transcribed non-coding RNA 111
ENSG00000227704				lncRNA		6	
ENSG00000227705				lncRNA		20	
ENSG00000227706	ERVH-3	100289683	HGNC:39055	lncRNA	HERV-H/F|HERVH/F|RP11-301G19.1|RP11301G19.1|TCONS_l2_00025412	6	endogenous retrovirus group H member 3
ENSG00000227707	SDAD1P3	100873858	HGNC:39260	processed_pseudogene		3	SDA1 domain containing 1 pseudogene 3
ENSG00000227708	LINC01850	107985951	HGNC:52666	lncRNA		2	long independently transcribed non-coding RNA 1850
ENSG00000227709	SNRNP40P1	751837	HGNC:56562	processed_pseudogene		3	SNRNP40 pseudogene 1
ENSG00000227710				unprocessed_pseudogene		22	
ENSG00000227711				unprocessed_pseudogene		1	
ENSG00000227712				lncRNA		1	
ENSG00000227713				lncRNA		2	
ENSG00000227714	MTND6P18	106478951	HGNC:39481	processed_pseudogene		13	MT-ND6 pseudogene 18
ENSG00000227716				lncRNA		21	
ENSG00000227717	GOLGA6L25	100132202	HGNC:55711	protein_coding	GOLGA6L25P	15	golgin A6 family like 25
ENSG00000227718				lncRNA		2	
ENSG00000227719				lncRNA		7	
ENSG00000227721	RPSAP64	100873797	HGNC:39642	processed_pseudogene		21	ribosomal protein SA pseudogene 64
ENSG00000227722				transcribed_processed_pseudogene		1	
ENSG00000227723				lncRNA		6	
ENSG00000227725	POLR2MP1	339970	HGNC:15712	processed_pseudogene	GCOM2|GLURR2|GRINL1B	4	POLR2M pseudogene 1
ENSG00000227726				lncRNA		11	
ENSG00000227728				unprocessed_pseudogene		1	
ENSG00000227729	RD3L	647286	HGNC:40912	protein_coding	TDRD9-AS1|TDRD9AS1	14	RD3 like
ENSG00000227730	MTND6P5	106480427	HGNC:39468	unprocessed_pseudogene		9	MT-ND6 pseudogene 5
ENSG00000227733				lncRNA		1	
ENSG00000227734				lncRNA		10	
ENSG00000227735	CYCSP5	360158	HGNC:24416	processed_pseudogene	HCP5	1	CYCS pseudogene 5
ENSG00000227736	MTCO3P16	107075155	HGNC:52046	unprocessed_pseudogene		2	MT-CO3 pseudogene 16
ENSG00000227737	OR8B1P	8582	HGNC:8470	transcribed_unprocessed_pseudogene	OR11-561|OR11561|OR8B11P	11	olfactory receptor family 8 subfamily B member 1 pseudogene
ENSG00000227738	PSMD14P1	100131284	HGNC:54533	processed_pseudogene		2	PSMD14 pseudogene 1
ENSG00000227740	LINC02803	107985228	HGNC:54328	lncRNA		1	long independently transcribed non-coding RNA 2803
ENSG00000227741	PEA15-AS1	729867	HGNC:58221	lncRNA		1	PEA15 antisense RNA 1
ENSG00000227742	CALR4P	441884	HGNC:35456	transcribed_unitary_pseudogene		1	calreticulin 4, pseudogene
ENSG00000227743				lncRNA		7	
ENSG00000227744	LINC01940	401039	HGNC:52763	lncRNA		2	long independently transcribed non-coding RNA 1940
ENSG00000227745				unprocessed_pseudogene		2	
ENSG00000227747				processed_pseudogene		1	
ENSG00000227748				lncRNA		6	
ENSG00000227751	RCC2-AS1	114515514	HGNC:41262	lncRNA	ENST00000439577|LCPAT1	1	RCC2 antisense RNA 1
ENSG00000227753	RPL36AP31	642320	HGNC:36066	processed_pseudogene		8	ribosomal protein L36a pseudogene 31
ENSG00000227755				transcribed_processed_pseudogene		22	
ENSG00000227757				lncRNA		21	
ENSG00000227758	HCG9P5	353019	HGNC:30983	unprocessed_pseudogene	HCGIX-5|HCGIX5|dJ377H14.6	6	HLA complex group 9 pseudogene 5
ENSG00000227759	VTI1BP4	100422540	HGNC:43730	processed_pseudogene		9	vesicle transport through interaction with t-SNAREs 1B pseudogene 4
ENSG00000227760				processed_pseudogene		12	
ENSG00000227762	GUSBP8	441066	HGNC:42322	unprocessed_pseudogene		5	GUSB pseudogene 8
ENSG00000227764	NTRAS	105748977	HGNC:52478	lncRNA	LINC01693|RP11-354K1.1|RP11354K1.1	1	non-coding transcript regulating alternative splicing
ENSG00000227765	MYL12BP2	391722	HGNC:51650	processed_pseudogene		4	MYL12B pseudogene 2
ENSG00000227766				unprocessed_pseudogene		6	
ENSG00000227769				lncRNA		2	
ENSG00000227770	RPL7P12	100131085	HGNC:36611	processed_pseudogene		2	ribosomal protein L7 pseudogene 12
ENSG00000227773	ASH1L-IT1	106478976	HGNC:41449	lncRNA		1	ASH1L intronic transcript 1
ENSG00000227775				transcribed_processed_pseudogene		1	
ENSG00000227776	AKR1D1P1	80701	HGNC:11288	processed_pseudogene	AKR1D1P|SRD5BP1	1	aldo-keto reductase family 1 member D1 pseudogene 1
ENSG00000227777	RPL7AP19	100271036	HGNC:36820	processed_pseudogene		1	ribosomal protein L7a pseudogene 19
ENSG00000227779	NDUFB3P5	93997	HGNC:13677	processed_pseudogene		X	NADH:ubiquinone oxidoreductase subunit B3 pseudogene 5
ENSG00000227782				lncRNA		17	
ENSG00000227784	ZNF965P	100132598	HGNC:42025	processed_pseudogene		13	zinc finger protein 965, pseudogene
ENSG00000227785				processed_pseudogene		7	
ENSG00000227788	MTCO3P43	107075190	HGNC:52146	processed_pseudogene		2	MT-CO3 pseudogene 43
ENSG00000227789	MTCYBP7	107075257	HGNC:51964	processed_pseudogene		2	MT-CYB pseudogene 7
ENSG00000227790	SPECC1P1	100418862	HGNC:53867	transcribed_unprocessed_pseudogene		17	SPECC1 pseudogene 1
ENSG00000227791	RPS10P9	730187	HGNC:36451	processed_pseudogene		2	ribosomal protein S10 pseudogene 9
ENSG00000227795	MTND4LP9	107075237	HGNC:42243	processed_pseudogene		3	MT-ND4L pseudogene 9
ENSG00000227799	CDPF1P1	100128027	HGNC:54763	processed_pseudogene		2	CDPF1 pseudogene 1
ENSG00000227800	IGHD4-17	28494	HGNC:5503	IG_D_gene	IGHD417	14	immunoglobulin heavy diversity 4-17
ENSG00000227802	DNAJB3P	414061	HGNC:32397	transcribed_processed_pseudogene	DNAJB3|HCG3	2	DnaJ heat shock protein family (Hsp40) member B3, pseudogene
ENSG00000227803				lncRNA		6	
ENSG00000227805	RPL21P90	100271423	HGNC:35548	processed_pseudogene		10	ribosomal protein L21 pseudogene 90
ENSG00000227806	OR5W1P	81182	HGNC:15298	unprocessed_pseudogene		11	olfactory receptor family 5 subfamily W member 1 pseudogene
ENSG00000227809				lncRNA		9	
ENSG00000227811	INKA2-AS1	100506343	HGNC:49446	lncRNA	FAM212B-AS1|FAM212BAS1	1	INKA2 antisense RNA 1
ENSG00000227813				processed_pseudogene		22	
ENSG00000227814	MRPS17P9	359760	HGNC:29739	processed_pseudogene		X	mitochondrial ribosomal protein S17 pseudogene 9
ENSG00000227815				unprocessed_pseudogene		1	
ENSG00000227817	ARHGAP42P1	100887075	HGNC:43940	unprocessed_pseudogene		2	ARHGAP42 pseudogene 1
ENSG00000227818				lncRNA		1	
ENSG00000227824				lncRNA		2	
ENSG00000227825	SLC9A7P1	121456	HGNC:32679	transcribed_processed_pseudogene		12	solute carrier family 9 member 7 pseudogene 1
ENSG00000227827	PKD1P2	283955	HGNC:30066	unprocessed_pseudogene		16	polycystin 1, transient receptor potential channel interacting pseudogene 2
ENSG00000227830	TRIM60P3Y	100420364	HGNC:38409	processed_pseudogene	TRIM60P3|TRIM60PY3	Y	tripartite motif containing 60 pseudogene 3, Y-linked
ENSG00000227832	ST13P21	642818	HGNC:38864	processed_pseudogene		1	ST13, Hsp70 interacting protein pseudogene 21
ENSG00000227834	METTL28P		HGNC:55198	processed_pseudogene		11	methyltransferase like 28, pseudogene
ENSG00000227835	CARM1LP	100130873	HGNC:23392	transcribed_unprocessed_pseudogene	CARM1L|CARM1P1	9	coactivator associated arginine methyltransferase 1 like, pseudogene
ENSG00000227836				processed_pseudogene		5	
ENSG00000227837	TRIM60P11Y	100420377	HGNC:38463	processed_pseudogene	TRIM60P11|TRIM60PY11	Y	tripartite motif containing 60 pseudogene 11, Y-linked
ENSG00000227838	CPMER	125177369	HGNC:55992	lncRNA		22	cytoplasmic mesoderm regulator
ENSG00000227840	KRTAP8-3P	337981	HGNC:18949	unprocessed_pseudogene	KAP8B|KRTAP8P2	21	keratin associated protein 8-3, pseudogene
ENSG00000227841	MTND5P31	100873267	HGNC:42293	unprocessed_pseudogene		2	MT-ND5 pseudogene 31
ENSG00000227842				processed_pseudogene		2	
ENSG00000227845				processed_pseudogene		9	
ENSG00000227846	UGT1A11P	54574	HGNC:12532	unprocessed_pseudogene	UGT1K	2	UDP glucuronosyltransferase family 1 member A11, pseudogene
ENSG00000227847	PPIAP93	116435287	HGNC:54634	processed_pseudogene		7	PPIA pseudogene 93
ENSG00000227848	SUCLA2-AS1	101929410	HGNC:39965	lncRNA		13	SUCLA2 antisense RNA 1
ENSG00000227850	SEPTIN2P1	100873333	HGNC:40017	processed_pseudogene	SEPT2P1	1	septin 2 pseudogene 1
ENSG00000227851				lncRNA		10	
ENSG00000227852	RPS29P17	100129379	HGNC:35479	processed_pseudogene		9	ribosomal protein S29 pseudogene 17
ENSG00000227854				processed_pseudogene		1	
ENSG00000227855	DPY19L2P3	442524	HGNC:22367	transcribed_unprocessed_pseudogene		7	DPY19L2 pseudogene 3
ENSG00000227857				lncRNA		1	
ENSG00000227860	MTND5P18	100873271	HGNC:42302	processed_pseudogene		1	MT-ND5 pseudogene 18
ENSG00000227862	HNRNPA1P31	100506925	HGNC:39549	processed_pseudogene		13	heterogeneous nuclear ribonucleoprotein A1 pseudogene 31
ENSG00000227863				lncRNA		7	
ENSG00000227864	ARL5AP1	641382	HGNC:43933	processed_pseudogene		X	ARL5A pseudogene 1
ENSG00000227867	ELOCP11	100462872	HGNC:38147	processed_pseudogene	TCEB1P11	Y	elongin C pseudogene 11
ENSG00000227868	TEX46	729059	HGNC:44651	protein_coding	C1orf234	1	testis expressed 46
ENSG00000227871	USP9YP12	100874382	HGNC:38720	unprocessed_pseudogene		Y	USP9Y pseudogene 12
ENSG00000227873	TIMCCP6	107985630	HGNC:55500	processed_pseudogene	FAM136GP	X	TIMCC pseudogene 6
ENSG00000227874	GRAMD4P1	100631252	HGNC:39653	processed_pseudogene		21	GRAM domain containing 4 pseudogene 1
ENSG00000227875	RPL23AP89	106480336	HGNC:51623	processed_pseudogene		1	ribosomal protein L23a pseudogene 89
ENSG00000227877	MRLN	100507027	HGNC:48649	protein_coding	LINC00948|Linc-RAM|LincRAM|M1|MLN|MUSER1	10	myoregulin
ENSG00000227878				processed_pseudogene		2	
ENSG00000227879	PSPC1P1	642395	HGNC:42033	unprocessed_pseudogene		13	paraspeckle component 1 pseudogene 1
ENSG00000227880				lncRNA		22	
ENSG00000227881	ASS1P5	450	HGNC:768	processed_pseudogene	ASSP5	X	argininosuccinate synthetase 1 pseudogene 5
ENSG00000227882	THAP12P6	100128764	HGNC:39570	processed_pseudogene	PRKRIRP6	13	THAP domain containing 12 pseudogene 6
ENSG00000227883	ATP6V0E1P4	100874504	HGNC:41938	processed_pseudogene		1	ATPase H+ transporting V0 subunit e1 pseudogene 4
ENSG00000227885				lncRNA		6	
ENSG00000227887	RPS26P13	100271106	HGNC:35784	processed_pseudogene		1	ribosomal protein S26 pseudogene 13
ENSG00000227888	FAM66A	100133172	HGNC:30444	lncRNA		8	family with sequence similarity 66 member A
ENSG00000227890	PSMA2P3	79055	HGNC:43834	processed_pseudogene	PSMA2L	2	proteasome subunit alpha 2 pseudogene 3
ENSG00000227892	OR5P4P	81185	HGNC:15295	unprocessed_pseudogene	OST730	11	olfactory receptor family 5 subfamily P member 4 pseudogene
ENSG00000227893	LINC00352	100874138	HGNC:42670	lncRNA		13	long independently transcribed non-coding RNA 352
ENSG00000227896	WAPL-DT	122152326	HGNC:55805	lncRNA		10	WAPL divergent transcript
ENSG00000227905	MED6P1	100128990	HGNC:45164	processed_pseudogene		10	mediator complex subunit 6 pseudogene 1
ENSG00000227906	SNAP25-AS1	100131208	HGNC:44312	lncRNA		20	SNAP25 antisense RNA 1
ENSG00000227907	GPA33-AS1	105371600	HGNC:58358	lncRNA		1	GPA33 antisense RNA 1
ENSG00000227908	IL6ST-DT	441072	HGNC:55804	lncRNA		5	IL6ST divergent transcript
ENSG00000227910				transcribed_processed_pseudogene		7	
ENSG00000227911	LINC02344	105370154	HGNC:53264	lncRNA		13	long independently transcribed non-coding RNA 2344
ENSG00000227912				lncRNA		10	
ENSG00000227913	KRT8P44	100129958	HGNC:39878	processed_pseudogene		6	keratin 8 pseudogene 44
ENSG00000227914	KANK1-AS1		HGNC:58139	lncRNA		9	KANK1 antisense RNA 1
ENSG00000227915	ELOCP16	100462878	HGNC:38152	unprocessed_pseudogene	TCEB1P16	Y	elongin C pseudogene 16
ENSG00000227917				lncRNA		9	
ENSG00000227919				unprocessed_pseudogene		17	
ENSG00000227920				lncRNA		6	
ENSG00000227922	SPTLC1P5	100874512	HGNC:39672	processed_pseudogene		13	serine palmitoyltransferase long chain base subunit 1 pseudogene 5
ENSG00000227923				processed_pseudogene		7	
ENSG00000227924	RBPJP6	643198	HGNC:37486	processed_pseudogene		9	RBPJ pseudogene 6
ENSG00000227927	MACROD2-IT1	140848	HGNC:16201	lncRNA	C20orf68|NCRNA00227|bA467D7.4	20	MACROD2 intronic transcript 1
ENSG00000227929	SRGAP3-AS3	100288831	HGNC:40900	lncRNA		3	SRGAP3 antisense RNA 3
ENSG00000227930				lncRNA		7	
ENSG00000227932	SELENOOLP	105376462	HGNC:53787	transcribed_unitary_pseudogene		10	selenoprotein O like, pseudogene
ENSG00000227933				lncRNA		9	
ENSG00000227934				processed_pseudogene		1	
ENSG00000227935				lncRNA		1	
ENSG00000227937	MTND2P30	100873234	HGNC:42131	processed_pseudogene		1	MT-ND2 pseudogene 30
ENSG00000227938				lncRNA		2	
ENSG00000227939	RPL3P2	116935	HGNC:17834	processed_pseudogene	RPL3-Hom|RPL3Hom	6	ribosomal protein L3 pseudogene 2
ENSG00000227940	LINC01696	105372897	HGNC:52484	lncRNA		1	long independently transcribed non-coding RNA 1696
ENSG00000227941	UQCRBP2	100130719	HGNC:12584	processed_pseudogene		1	ubiquinol-cytochrome c reductase binding protein pseudogene 2
ENSG00000227942	FRMD8P1	83957	HGNC:24690	processed_pseudogene	FKSG43	X	FERM domain containing 8 pseudogene 1
ENSG00000227945	PTPRK-AS1	101928140	HGNC:40484	lncRNA		6	PTPRK antisense RNA 1
ENSG00000227946	INO80D-AS1	122152328	HGNC:55803	lncRNA	AC007383.2|INO80D-AS2|INO80DAS2	2	INO80D antisense RNA 1
ENSG00000227947	LINC01738	107984953	HGNC:52526	lncRNA		1	long independently transcribed non-coding RNA 1738
ENSG00000227948				processed_pseudogene		7	
ENSG00000227949	CYCSP46	286550	HGNC:23941	processed_pseudogene	HCP46|HCP47	Y	CYCS pseudogene 46
ENSG00000227950				processed_pseudogene		1	
ENSG00000227952	RPL18AP17	100873859	HGNC:39850	processed_pseudogene		13	ribosomal protein L18a pseudogene 17
ENSG00000227953	LINC01341	149134	HGNC:49457	lncRNA	CRL	1	long independently transcribed non-coding RNA 1341
ENSG00000227954	TARID	100507308	HGNC:50506	lncRNA	EYA4-AS1|EYA4AS1	6	TCF21 antisense RNA inducing promoter demethylation
ENSG00000227958				lncRNA		9	
ENSG00000227959	EPHA2-AS1	101927479	HGNC:40216	lncRNA		1	EPHA2 antisense RNA 1
ENSG00000227960				lncRNA		1	
ENSG00000227962				processed_pseudogene		1	
ENSG00000227963	RBM15-AS1	440600	HGNC:53636	lncRNA	AS-RBM15|ASRBM15	1	RBM15 antisense RNA 1
ENSG00000227964	LINC01429	101927678	HGNC:50741	lncRNA		20	long independently transcribed non-coding RNA 1429
ENSG00000227965				processed_pseudogene		7	
ENSG00000227968	BUB3P1	646614	HGNC:51559	processed_pseudogene		7	BUB3 mitotic checkpoint protein pseudogene 1
ENSG00000227969	NPM1P22	390411	HGNC:39679	processed_pseudogene		13	nucleophosmin 1 pseudogene 22
ENSG00000227970	NR1H5P	643609	HGNC:32673	unitary_pseudogene	Fxrb|NR1H5	1	nuclear receptor subfamily 1 group H member 5, pseudogene
ENSG00000227971				processed_pseudogene		3	
ENSG00000227972	THAP12P3	399774	HGNC:39567	processed_pseudogene	PRKRIRP3	10	THAP domain containing 12 pseudogene 3
ENSG00000227973	PIN4P1	728758	HGNC:44193	processed_pseudogene		15	peptidylprolyl cis/trans isomerase, NIMA-interacting 4 pseudogene 1
ENSG00000227979	COX6A1P7	127566423	HGNC:56624	processed_pseudogene		7	COX6A1 pseudogene 7
ENSG00000227981				lncRNA		2	
ENSG00000227982	RPL7P30	100270908	HGNC:36151	processed_pseudogene		7	ribosomal protein L7 pseudogene 30
ENSG00000227983	BRK1P2	100874492	HGNC:42021	processed_pseudogene		13	BRK1 pseudogene 2
ENSG00000227986	TRIM60P18	100420415	HGNC:38490	unprocessed_pseudogene		7	tripartite motif containing 60 pseudogene 18
ENSG00000227987				lncRNA		2	
ENSG00000227988	CRIPTOP1	100421177	HGNC:42350	processed_pseudogene	TDGF1P1	X	CRIPTO pseudogene 1
ENSG00000227992				processed_pseudogene		2	
ENSG00000227994				processed_pseudogene		1	
ENSG00000227995	RAB11AP1	100129731	HGNC:45188	processed_pseudogene		10	RAB11A, member RAS oncogene family pseudogene 1
ENSG00000227999	MTND5P1	100873206	HGNC:39644	processed_pseudogene		21	MT-ND5 pseudogene 1
ENSG00000228000	RPL7AP65	100271543	HGNC:37031	processed_pseudogene		17	ribosomal protein L7a pseudogene 65
ENSG00000228002	DHX9P1	1661	HGNC:2751	processed_pseudogene	DDX9P|DHX9P	13	DEAH-box helicase 9 pseudogene 1
ENSG00000228004	MYCLP2	645136	HGNC:48924	processed_pseudogene		X	MYCL pseudogene 2
ENSG00000228005				lncRNA		7	
ENSG00000228007	RPL36AP7	728202	HGNC:31328	processed_pseudogene		17	ribosomal protein L36a pseudogene 7
ENSG00000228008				lncRNA		3	
ENSG00000228010				lncRNA		7	
ENSG00000228013	IL6R-AS1	101928101	HGNC:53716	lncRNA	RP11-350G8.5|RP11350G8.5	1	IL6R antisense RNA 1
ENSG00000228014	ZNF680P1	728947	HGNC:50379	processed_pseudogene		7	ZNF680 pseudogene 1
ENSG00000228015				processed_pseudogene		7	
ENSG00000228016	RAPGEF4-AS1	91149	HGNC:28081	lncRNA		2	RAPGEF4 antisense RNA 1
ENSG00000228019				unprocessed_pseudogene		7	
ENSG00000228020	HNRNPA1P46	100421399	HGNC:48776	processed_pseudogene		1	heterogeneous nuclear ribonucleoprotein A1 pseudogene 46
ENSG00000228021				lncRNA		10	
ENSG00000228022	HCG20	105375013	HGNC:31334	lncRNA	AB023051.1|NCRNA00149	6	HLA complex group 20
ENSG00000228024	CYP1D1P	100133307	HGNC:39968	unprocessed_pseudogene	CYP1A8P	9	cytochrome P450 family 1 subfamily D member 1, pseudogene
ENSG00000228027	CELF2-AS4	124902376	HGNC:58359	lncRNA		10	CELF2 antisense RNA 4
ENSG00000228028				lncRNA		3	
ENSG00000228030	RPL21P76	645373	HGNC:37042	processed_pseudogene		7	ribosomal protein L21 pseudogene 76
ENSG00000228031				lncRNA		7	
ENSG00000228033				lncRNA		2	
ENSG00000228034	HMGN2P21	100874467	HGNC:39386	processed_pseudogene		2	high mobility group nucleosomal binding domain 2 pseudogene 21
ENSG00000228035	NGF-AS1	112840934	HGNC:53922	lncRNA	RP4-663N10.1|RP4663N10.1	1	NGF antisense RNA 1
ENSG00000228036	HSPD1P9	646910	HGNC:35132	processed_pseudogene	HSPD1-14P|HSPD114P	13	heat shock protein family D (Hsp60) member 1 pseudogene 9
ENSG00000228037				lncRNA		1	
ENSG00000228038	VN1R51P	100312801	HGNC:37371	processed_pseudogene		9	vomeronasal 1 receptor 51 pseudogene
ENSG00000228039				processed_pseudogene		22	
ENSG00000228040				processed_pseudogene		1	
ENSG00000228041	EIF3JP1	117981790	HGNC:55005	processed_pseudogene		X	EIF3J pseudogene 1
ENSG00000228042	M6PRP1	100131200	HGNC:55051	processed_pseudogene		X	M6PR pseudogene 1
ENSG00000228043	SPOPL-DT	105373637	HGNC:55802	lncRNA		2	SPOPL divergent transcript
ENSG00000228044				lncRNA		1	
ENSG00000228045	DNAJA1P6	100421542	HGNC:39342	processed_pseudogene		22	DnaJ heat shock protein family (Hsp40) member A1 pseudogene 6
ENSG00000228046	MTCO3P40	107075188	HGNC:52143	processed_pseudogene		9	MT-CO3 pseudogene 40
ENSG00000228048				lncRNA		10	
ENSG00000228049	POLR2J2	246721	HGNC:23208	protein_coding	RPB11b1	7	RNA polymerase II subunit J2
ENSG00000228050	TOP3BP1	23751	HGNC:11994	processed_pseudogene	TOP3B2	22	DNA topoisomerase III beta pseudogene 1
ENSG00000228051	WBP11P3	727874	HGNC:54789	processed_pseudogene		X	WBP11 pseudogene 3
ENSG00000228053	RPL21P87	100131672	HGNC:36411	processed_pseudogene		9	ribosomal protein L21 pseudogene 87
ENSG00000228054	RANP5	100129428	HGNC:39860	processed_pseudogene		1	RAN pseudogene 5
ENSG00000228055	FAM245A	728218	HGNC:45163	lncRNA	LINC00864	10	family with sequence similarity 245 member A
ENSG00000228056	CFL1P3	100131874	HGNC:1879	processed_pseudogene	CFLL3|CFLP3	1	cofilin 1 pseudogene 3
ENSG00000228057	SEC63P1	100420341	HGNC:41953	processed_pseudogene		1	SEC63 homolog, protein translocation regulator pseudogene 1
ENSG00000228058	LINC01736	101927532	HGNC:52524	lncRNA	RP11-552D4.1|RP11552D4.1	1	long independently transcribed non-coding RNA 1736
ENSG00000228060	PABPC4-AS1	101929516	HGNC:40424	lncRNA		1	PABPC4 antisense RNA 1
ENSG00000228061	ELP4-AS1		HGNC:58222	lncRNA		11	ELP4 antisense RNA 1
ENSG00000228063	LYPLAL1-DT	643723	HGNC:50560	lncRNA	LYPLAL1-AS1|LYPLAL1AS1	1	LYPLAL1 divergent transcript
ENSG00000228064				lncRNA		2	
ENSG00000228065	LINC01515	101928913	HGNC:51210	lncRNA		10	long independently transcribed non-coding RNA 1515
ENSG00000228067	LINC01740	101929565	HGNC:52528	lncRNA		1	long independently transcribed non-coding RNA 1740
ENSG00000228069	MTCO3P29	107075185	HGNC:52132	unprocessed_pseudogene		9	MT-CO3 pseudogene 29
