ensembl_gene_id	gene_symbol	entrez_gene_id	hgnc_id	gene_biotype	synonyms	chromosome	description
ENSG00000228071	RPL7P47	146110	HGNC:35913	processed_pseudogene		16	ribosomal protein L7 pseudogene 47
ENSG00000228072				lncRNA		9	
ENSG00000228073				lncRNA		2	
ENSG00000228074	UBBP5	100873783	HGNC:42645	processed_pseudogene		13	ubiquitin B pseudogene 5
ENSG00000228075	BOD1L2	284257	HGNC:28505	protein_coding	BOD1P|FAM44C|MGC33608	18	biorientation of chromosomes in cell division 1 like 2
ENSG00000228076	NANPP1	100271656	HGNC:58502	processed_pseudogene		1	NANP pseudogene 1
ENSG00000228078	HLA-U	352965	HGNC:23477	unprocessed_pseudogene	Em:AB023056.13|HLA-21|HLA21	6	major histocompatibility complex, class I, U (pseudogene)
ENSG00000228079				lncRNA		2	
ENSG00000228081				processed_pseudogene		1	
ENSG00000228082	SIM1-AS1	102724406	HGNC:40530	lncRNA		6	SIM1 antisense RNA 1
ENSG00000228083	IFNA14	3448	HGNC:5420	protein_coding	IFN-alphaH|IFNalphaH|LEIF2H	9	interferon alpha 14
ENSG00000228084				lncRNA		1	
ENSG00000228085				processed_pseudogene		7	
ENSG00000228086				lncRNA		1	
ENSG00000228089	PNKDP1	100506715	HGNC:49628	processed_pseudogene		X	PNKD pseudogene 1
ENSG00000228092	COX6CP15	106480268	HGNC:49368	processed_pseudogene		10	cytochrome c oxidase subunit 6C pseudogene 15
ENSG00000228095				processed_pseudogene		9	
ENSG00000228097	MTATP6P11	107075311	HGNC:52057	unprocessed_pseudogene		9	MT-ATP6 pseudogene 11
ENSG00000228098	C18orf32P2	100526840	HGNC:58495	processed_pseudogene		2	C18orf32 pseudogene 2
ENSG00000228100	LINC01820	105374582	HGNC:52625	lncRNA		2	long independently transcribed non-coding RNA 1820
ENSG00000228105	LINC01757	105376827	HGNC:52546	lncRNA		1	long independently transcribed non-coding RNA 1757
ENSG00000228107				lncRNA		21	
ENSG00000228108	SPTBN1-AS1	105374640	HGNC:40562	lncRNA	SPTBN1-AS2|SPTBN1AS2	2	SPTBN1 antisense RNA 1
ENSG00000228109	MELTF-AS1	100507057	HGNC:40373	lncRNA	AC068302.3|MFI2-AS1|MFI2AS1|PLANE	3	MELTF antisense RNA 1
ENSG00000228110	ST13P19	100131961	HGNC:38862	processed_pseudogene		1	ST13, Hsp70 interacting protein pseudogene 19
ENSG00000228111	TPT1P2	100128483	HGNC:49294	processed_pseudogene		2	TPT1 pseudogene 2
ENSG00000228112				processed_pseudogene		3	
ENSG00000228113				lncRNA		7	
ENSG00000228115				lncRNA		9	
ENSG00000228118	MYL6P5	124685	HGNC:51646	processed_pseudogene		17	MYL6 pseudogene 5
ENSG00000228120				lncRNA		21	
ENSG00000228121	PHB1P3	391044	HGNC:8915	processed_pseudogene	PHBP3	1	PHB1 pseudogene 3
ENSG00000228122	MTND1P17	100873342	HGNC:42095	processed_pseudogene		22	MT-ND1 pseudogene 17
ENSG00000228123				processed_pseudogene		9	
ENSG00000228124	MDN1-AS1	101929057	HGNC:40837	lncRNA		6	MDN1 antisense RNA 1
ENSG00000228125	AKIRIN1P2	106480306	HGNC:50797	processed_pseudogene		X	akirin 1 pseudogene 2
ENSG00000228126	FALEC	100874054	HGNC:43713	lncRNA	FAL1|LINC00568|ncRNA-a1|ncRNAa1	1	focally amplified lncRNA regulator of ECM1
ENSG00000228127	LINC01649	101928995	HGNC:52436	lncRNA		1	long independently transcribed non-coding RNA 1649
ENSG00000228131	IGHD6-6	28488	HGNC:5517	IG_D_gene	D(N4)|IGHD66	14	immunoglobulin heavy diversity 6-6
ENSG00000228132				processed_pseudogene		9	
ENSG00000228133	RTN4RL1-AS1	105371485	HGNC:58360	lncRNA		17	RTN4RL1 antisense RNA 1
ENSG00000228134	UBE2V1P14	100289623	HGNC:52412	processed_pseudogene		2	UBE2V1 pseudogene 14
ENSG00000228136				lncRNA		9	
ENSG00000228137				lncRNA		21	
ENSG00000228140	EFHD2-AS1	101927441	HGNC:55801	lncRNA		1	EFHD2 antisense RNA 1
ENSG00000228141				transcribed_unitary_pseudogene		15	
ENSG00000228142				lncRNA		9	
ENSG00000228143				processed_pseudogene		9	
ENSG00000228144				protein_coding		12	
ENSG00000228146	CASP16P	197350	HGNC:27290	transcribed_unitary_pseudogene	CASP16	16	caspase 16, pseudogene
ENSG00000228149	RPL3P1	8488	HGNC:10352	processed_pseudogene	RPL3P	21	ribosomal protein L3 pseudogene 1
ENSG00000228150				lncRNA		1	
ENSG00000228151				lncRNA		7	
ENSG00000228153				lncRNA		1	
ENSG00000228154	SKP1P6	100288962	HGNC:59072	processed_pseudogene		4	SKP1 pseudogene 6
ENSG00000228156				lncRNA		20	
ENSG00000228157	LINC03151		HGNC:58391	lncRNA		17	long independently transcribed non-coding RNA 3151
ENSG00000228158	TLE1P1	645381	HGNC:39438	processed_pseudogene		X	TLE family member 1 pseudogene 1
ENSG00000228159	LINC01674	102724188	HGNC:52462	lncRNA		21	long independently transcribed non-coding RNA 1674
ENSG00000228160				lncRNA		X	
ENSG00000228161				unprocessed_pseudogene		22	
ENSG00000228162				lncRNA		2	
ENSG00000228165				lncRNA		9	
ENSG00000228166	MTND1P11	100873212	HGNC:42060	unprocessed_pseudogene		9	MT-ND1 pseudogene 11
ENSG00000228167				processed_pseudogene		1	
ENSG00000228168	HNRNPA1P21	344697	HGNC:39539	processed_pseudogene		3	heterogeneous nuclear ribonucleoprotein A1 pseudogene 21
ENSG00000228169	PPIAP19	390006	HGNC:31663	processed_pseudogene	bA108K1.2	10	peptidylprolyl isomerase A pseudogene 19
ENSG00000228170				lncRNA		6	
ENSG00000228171	C11orf98P3	127138860	HGNC:56320	unprocessed_pseudogene		3	C11orf98 pseudogene 3
ENSG00000228172				lncRNA		1	
ENSG00000228173	LINC03212	105375272	HGNC:59053	lncRNA		7	long independently transcribed non-coding RNA 3212
ENSG00000228174	TMOD1-AS1	105376168	HGNC:58361	lncRNA		9	TMOD1 antisense RNA 1
ENSG00000228175	GEMIN8P4	492303	HGNC:37979	processed_pseudogene		1	gem nuclear organelle associated protein 8 pseudogene 4
ENSG00000228176				lncRNA		1	
ENSG00000228181				processed_pseudogene		10	
ENSG00000228182	MTND2P25	100873231	HGNC:42126	processed_pseudogene		X	MT-ND2 pseudogene 25
ENSG00000228184	SNX19P1	378810	HGNC:16765	processed_pseudogene	SNX19P	21	sorting nexin 19 pseudogene 1
ENSG00000228187				processed_pseudogene		1	
ENSG00000228189	LINC02843	286238	HGNC:27847	lncRNA		9	long independently transcribed non-coding RNA 2843
ENSG00000228190	RPL23AP16	647201	HGNC:36652	processed_pseudogene		1	ribosomal protein L23a pseudogene 16
ENSG00000228191				processed_pseudogene		1	
ENSG00000228192	ZNF691-DT	122152325	HGNC:55800	lncRNA		1	ZNF691 divergent transcript
ENSG00000228193	ELOCP14	100462876	HGNC:38150	processed_pseudogene	TCEB1P14	Y	elongin C pseudogene 14
ENSG00000228194	ETFRF1P1	133395147	HGNC:56993	processed_pseudogene		22	ETFRF1 pseudogene 1
ENSG00000228195	RPL5P27	100129998	HGNC:36172	processed_pseudogene		10	ribosomal protein L5 pseudogene 27
ENSG00000228196	PTPN2P1	646981	HGNC:9653	processed_pseudogene	PTPN2P|PTPTP1	1	PTPN2 pseudogene 1
ENSG00000228198	OR2M3	127062	HGNC:8269	protein_coding	OR2M3P|OR2M6|OST003	1	olfactory receptor family 2 subfamily M member 3
ENSG00000228201				lncRNA		16	
ENSG00000228203	GRASLND	386597	HGNC:30963	lncRNA	RNF144A-AS1|RNF144AAS1	2	glycosaminoglycan regulatory associated long non-coding RNA
ENSG00000228204				lncRNA		7	
ENSG00000228205	RPS3P3	440991	HGNC:36700	processed_pseudogene		3	ribosomal protein S3 pseudogene 3
ENSG00000228207				unprocessed_pseudogene		Y	
ENSG00000228208	LINC02869	440714	HGNC:32045	lncRNA	C1orf143	1	long independently transcribed non-coding RNA 2869
ENSG00000228209	PNPP1	647275	HGNC:54649	processed_pseudogene		2	PNP pseudogene 1
ENSG00000228210	RPL7AP12	128668	HGNC:16562	processed_pseudogene	RPL7AL2|dJ189G13.1	20	ribosomal protein L7a pseudogene 12
ENSG00000228211	HYAL6P	26062	HGNC:5324	unitary_pseudogene	HYAL6|HYALP1	7	hyaluronidase 6, pseudogene
ENSG00000228212	OFD1P17	23738	HGNC:1332	processed_pseudogene	71-7A3|71-7A5|717A3|717A5|C5orf1|OFD1P1	5	OFD1 pseudogene 17
ENSG00000228213	NLGN1-AS1	100874010	HGNC:40676	lncRNA		3	NLGN1 antisense RNA 1
ENSG00000228215	LINC02770	107985457	HGNC:54290	lncRNA		1	long independently transcribed non-coding RNA 2770
ENSG00000228216				lncRNA		9	
ENSG00000228217	PNRC2P1	100131261	HGNC:51933	processed_pseudogene		1	proline rich nuclear receptor coactivator 2 pseudogene 1
ENSG00000228218	ATF4P3	643159	HGNC:788	processed_pseudogene	ATF4C	17	activating transcription factor 4 pseudogene 3
ENSG00000228219	NPM1P30	101928904	HGNC:45209	processed_pseudogene		10	nucleophosmin 1 pseudogene 30
ENSG00000228221	LINC00578	100505566	HGNC:43807	lncRNA	AC026355.2	3	long independently transcribed non-coding RNA 578
ENSG00000228222				lncRNA		2	
ENSG00000228223	HCG11	493812	HGNC:17707	lncRNA	FLJ14049|FLJ30357|bK14H9.3	6	HLA complex group 11
ENSG00000228224	NACA4P	83955	HGNC:24688	transcribed_processed_pseudogene	FKSG17|NACAP1	8	NACA family member 4, pseudogene
ENSG00000228225	CRLF3P3	100124401	HGNC:54742	processed_pseudogene		2	CRLF3 pseudogene 3
ENSG00000228226				lncRNA		2	
ENSG00000228229				lncRNA		1	
ENSG00000228231	TINAG-AS1	107986605	HGNC:40691	lncRNA		6	TINAG antisense RNA 1
ENSG00000228232	GAPDHP1	2616	HGNC:4159	processed_pseudogene	GAPDHL2|GAPDL2|GAPDP1	X	glyceraldehyde-3-phosphate dehydrogenase pseudogene 1
ENSG00000228234	GLRXP1	170522	HGNC:16544	processed_pseudogene	GLRXP|bA425M5.1	20	glutaredoxin pseudogene 1
ENSG00000228235				lncRNA		21	
ENSG00000228236	TXNP5	151276	HGNC:49485	processed_pseudogene		2	thioredoxin pseudogene 5
ENSG00000228237	EFCAB14-AS1	100130197	HGNC:44108	lncRNA	KIAA0494-AS1|KIAA0494AS1	1	EFCAB14 antisense RNA 1
ENSG00000228238				processed_pseudogene		1	
ENSG00000228239				lncRNA		1	
ENSG00000228240	TTTY17A	252949	HGNC:18841	lncRNA	NCRNA00140|TTTY17	Y	testis expressed transcript, Y-linked 17A
ENSG00000228241	MOB1AP1	100873874	HGNC:42638	processed_pseudogene	MOBKL1BP1	13	MOB kinase activator 1A pseudogene 1
ENSG00000228242	XPC-AS1	107986063	HGNC:55014	lncRNA		3	XPC antisense RNA 1
ENSG00000228247	UBBP2	23668	HGNC:12465	processed_pseudogene		1	ubiquitin B pseudogene 2
ENSG00000228248	NUTF2P3	106480298	HGNC:50452	processed_pseudogene		9	nuclear transport factor 2 pseudogene 3
ENSG00000228251				lncRNA		2	
ENSG00000228252	COL6A4P2	646300	HGNC:38501	transcribed_unitary_pseudogene	COL6A4	3	collagen type VI alpha 4 pseudogene 2
ENSG00000228253	MT-ATP8	4509	HGNC:7415	protein_coding	A6L|ATP8|MTATP8|URFA6L	MT	mitochondrially encoded ATP synthase membrane subunit 8
ENSG00000228255				lncRNA		1	
ENSG00000228257				unprocessed_pseudogene		Y	
ENSG00000228259				unprocessed_pseudogene		5	
ENSG00000228261	ITPRIP-AS1	101927472	HGNC:54100	lncRNA		10	ITPRIP antisense RNA 1
ENSG00000228262	LINC01320	104355288	HGNC:50526	lncRNA		2	long independently transcribed non-coding RNA 1320
ENSG00000228264	PSMD8P1	100422411	HGNC:34013	processed_pseudogene		1	proteasome 26S subunit, non-ATPase, 8 pseudogene 1
ENSG00000228271	LINC02048	105374289	HGNC:52888	lncRNA		3	long independently transcribed non-coding RNA 2048
ENSG00000228272				lncRNA		2	
ENSG00000228274	TOMM22-DT	124905117	HGNC:56758	lncRNA	lnc408	22	TOMM22 divergent transcript
ENSG00000228275	ARMCX3-AS1	100128574	HGNC:41038	lncRNA		X	ARMCX3 antisense RNA 1
ENSG00000228277	UMLILO	114515515	HGNC:51824	lncRNA		4	upstream master lncRNA of the inflammatory chemokine locus
ENSG00000228278	ORM2	5005	HGNC:8499	protein_coding	AGP-B|AGP-B'|AGP2|AGPB|AGPB'	9	orosomucoid 2
ENSG00000228280				lncRNA		10	
ENSG00000228283	KATNBL1P6	729176	HGNC:49056	transcribed_processed_pseudogene		6	katanin regulatory subunit B1 like 1 pseudogene 6
ENSG00000228285	LYPLA2P1	653639	HGNC:21069	processed_pseudogene	APT|LYPLA2L|dJ570F3.6	6	LYPLA2 pseudogene 1
ENSG00000228286				processed_pseudogene		11	
ENSG00000228288	PCAT6	100506696	HGNC:43714	lncRNA	KDM5B-AS1|KDM5BAS1|PCAN-R1|PCANR1|ncRNA-a2|ncRNAa2|onco-lncRNA-96|oncolncRNA96	1	prostate cancer associated transcript 6
ENSG00000228289				processed_pseudogene		1	
ENSG00000228290	TBX18-AS1	102724201	HGNC:52256	lncRNA		6	TBX18 antisense RNA 1
ENSG00000228291	ARL4AP3	107984161	HGNC:52372	processed_pseudogene		10	ARF like GTPase 4A pseudogene 3
ENSG00000228292				processed_pseudogene		9	
ENSG00000228293	IDH3B-DT	122152330	HGNC:55798	lncRNA		20	IDH3B divergent transcript
ENSG00000228294	BMS1P17	101101776	HGNC:49162	transcribed_unprocessed_pseudogene		14	BMS1 pseudogene 17
ENSG00000228295	LINC00392	100874155	HGNC:42720	lncRNA		13	long independently transcribed non-coding RNA 392
ENSG00000228296	TTTY4C	474150	HGNC:31892	lncRNA	LINC00125	Y	testis expressed transcript, Y-linked 4C
ENSG00000228300	FAM174C	55009	HGNC:26073	protein_coding	C19orf24|FLJ20640	19	family with sequence similarity 174 member C
ENSG00000228301	RPL7P55	100271147	HGNC:36105	processed_pseudogene		X	ribosomal protein L7 pseudogene 55
ENSG00000228302				lncRNA		10	
ENSG00000228303				unprocessed_pseudogene		7	
ENSG00000228304	OR4K6P	79314	HGNC:14748	unprocessed_pseudogene		14	olfactory receptor family 4 subfamily K member 6 pseudogene
ENSG00000228305	PRELID1P6	388955	HGNC:54771	processed_pseudogene		2	PRELID1 pseudogene 6
ENSG00000228307	OR2S1P	392313	HGNC:8275	transcribed_unprocessed_pseudogene	OST611	9	olfactory receptor family 2 subfamily S member 1 pseudogene
ENSG00000228308	LINC01209	101928684	HGNC:49640	lncRNA		3	long independently transcribed non-coding RNA 1209
ENSG00000228309	LINC01350	101929093	HGNC:50575	lncRNA		1	long independently transcribed non-coding RNA 1350
ENSG00000228312	GAPDHP45	100240710	HGNC:37802	processed_pseudogene		10	glyceraldehyde 3 phosphate dehydrogenase pseudogene 45
ENSG00000228314	CYP4F29P	54055	HGNC:2647	transcribed_unprocessed_pseudogene	C21orf15|CYP4F-se4[6:7:8]|CYP4F3LP|CYP4Fse4[6:7:8]	21	cytochrome P450 family 4 subfamily F member 29, pseudogene
ENSG00000228315				lncRNA		22	
ENSG00000228316	MTATP6P19	107075275	HGNC:52064	processed_pseudogene		X	MT-ATP6 pseudogene 19
ENSG00000228317	FKTN-AS1	105376199	HGNC:55797	lncRNA		9	FKTN antisense RNA 1
ENSG00000228318	MX1-AS1	130890644	HGNC:40383	lncRNA	AP001610.5|hLinfRNA3	21	MX1 antisense RNA 1
ENSG00000228319	SPATA2P1	100873966	HGNC:39446	processed_pseudogene		13	spermatogenesis associated 2 pseudogene 1
ENSG00000228322	GLIS3-AS2	107986989	HGNC:55796	lncRNA		9	GLIS3 antisense RNA 2
ENSG00000228323	MYADM-AS1	105372457	HGNC:40384	lncRNA		19	MYADM antisense RNA 1
ENSG00000228325	IGKV3D-7	28877	HGNC:5829	IG_V_gene		2	immunoglobulin kappa variable 3D-7
ENSG00000228327				transcribed_unprocessed_pseudogene		1	
ENSG00000228328	PGK1P1	5231	HGNC:8897	processed_pseudogene		X	phosphoglycerate kinase 1 pseudogene 1
ENSG00000228329	LINC01890	105374791	HGNC:52709	lncRNA		2	long independently transcribed non-coding RNA 1890
ENSG00000228330				processed_pseudogene		10	
ENSG00000228331	RPL17P43	729259	HGNC:35996	processed_pseudogene		17	ribosomal protein L17 pseudogene 43
ENSG00000228334				lncRNA		7	
ENSG00000228335				processed_pseudogene		7	
ENSG00000228336	OR9H1	81439	HGNC:15038	protein_coding	OR9H1P	1	olfactory receptor family 9 subfamily H member 1 (gene/pseudogene)
ENSG00000228337	PPIAP69	111082982	HGNC:53693	processed_pseudogene		3	peptidylprolyl isomerase A pseudogene 69
ENSG00000228338	LINC01784	105376745	HGNC:52574	lncRNA		1	long independently transcribed non-coding RNA 1784
ENSG00000228339	AMD1P1	100133024	HGNC:44898	processed_pseudogene		10	adenosylmethionine decarboxylase 1 pseudogene 1
ENSG00000228340	MIR646HG	284757	HGNC:27659	lncRNA	C20orf197|LINC02910	20	MIR646 host gene
ENSG00000228341				processed_pseudogene		7	
ENSG00000228343				lncRNA		X	
ENSG00000228345				processed_pseudogene		X	
ENSG00000228347	FTLP17	642337	HGNC:37967	processed_pseudogene		1	ferritin light chain pseudogene 17
ENSG00000228348	EFCAB14P1	106479047	HGNC:44648	processed_pseudogene		1	EF-hand calcium binding domain 14 pseudogene 1
ENSG00000228349	RPS26P4	692146	HGNC:23775	processed_pseudogene		21	ribosomal protein S26 pseudogene 4
ENSG00000228350	LINC02585	102724368	HGNC:50302	lncRNA	CELSR3-AS1|CELSR3AS1	3	long independently transcribed non-coding RNA 2585
ENSG00000228351				lncRNA		3	
ENSG00000228352	DCAF12-AS1		HGNC:58097	lncRNA	AL354989.1	9	DCAF12 antisense RNA 1
ENSG00000228353				lncRNA		10	
ENSG00000228354				processed_pseudogene		X	
ENSG00000228355				lncRNA		21	
ENSG00000228358	LINC02263	105377390	HGNC:53175	lncRNA		4	long independently transcribed non-coding RNA 2263
ENSG00000228360				processed_pseudogene		7	
ENSG00000228361				lncRNA		6	
ENSG00000228363	CHMP3-AS1	105374845	HGNC:55795	lncRNA		2	CHMP3 and RNF103 antisense RNA 1
ENSG00000228364	SAR1AP1	646260	HGNC:13983	processed_pseudogene	SAR1P1|SARAP|SARAP1|dJ88J8.3|hsSARA-p|hsSARAp	6	secretion associated Ras related GTPase 1A pseudogene 1
ENSG00000228365				lncRNA		6	
ENSG00000228366				processed_pseudogene		9	
ENSG00000228367				processed_pseudogene		5	
ENSG00000228368				lncRNA		7	
ENSG00000228369	TXNDC12-AS1	104355143	HGNC:30008	lncRNA		1	TXNDC12 antisense RNA 1
ENSG00000228372	SMIM10L2B-AS1	100287728	HGNC:53137	lncRNA	ENST00000453528	X	SMIM10L2B antisense RNA 1
ENSG00000228373				processed_pseudogene		9	
ENSG00000228374	RPL9P13	100270856	HGNC:36558	processed_pseudogene		2	ribosomal protein L9 pseudogene 13
ENSG00000228375	RPS20P25	100271235	HGNC:35866	processed_pseudogene		9	ribosomal protein S20 pseudogene 25
ENSG00000228376	GAS2L1P2	340508	HGNC:27986	transcribed_processed_pseudogene		9	growth arrest specific 2 like 1 pseudogene 2
ENSG00000228379				lncRNA		Y	
ENSG00000228380	MYL6BP1	100422437	HGNC:51647	processed_pseudogene		2	MYL6B pseudogene 1
ENSG00000228382	ITPKB-IT1	100506443	HGNC:41349	lncRNA		1	ITPKB intronic transcript 1
ENSG00000228383	FAM197Y7	105379269	HGNC:37469	lncRNA	FAM197Y7P	Y	family with sequence similarity 197 Y-linked member 7
ENSG00000228384				lncRNA		2	
ENSG00000228386				lncRNA		20	
ENSG00000228391				lncRNA		2	
ENSG00000228392				lncRNA		9	
ENSG00000228393				lncRNA		7	
ENSG00000228395				lncRNA		9	
ENSG00000228397	LINC01635	101928043	HGNC:52422	lncRNA		1	long independently transcribed non-coding RNA 1635
ENSG00000228398	HMGN2P25	729687	HGNC:39392	processed_pseudogene		3	high mobility group nucleosomal binding domain 2 pseudogene 25
ENSG00000228399				processed_pseudogene		1	
ENSG00000228400	CNTNAP5-DT	107985820	HGNC:55794	lncRNA		2	CNTNAP5 divergent transcript
ENSG00000228401	LNCEGFL7OS	101928612	HGNC:58066	lncRNA	HSPC324|LncEGFL7OS	9	lncRNA EGFL7 opposite strand
ENSG00000228403				lncRNA		10	
ENSG00000228404				lncRNA		21	
ENSG00000228407				processed_pseudogene		1	
ENSG00000228408				lncRNA		6	
ENSG00000228409	CCT6A2P	643253	HGNC:33094	transcribed_unprocessed_pseudogene	CCT6AP1|CCT6P1	7	chaperonin containing TCP1 family member 6A2, pseudogene
ENSG00000228410	ELOCP24	100287692	HGNC:38160	processed_pseudogene	TCEB1P24|TCEB1P25	X	elongin C pseudogene 24
ENSG00000228411	CDY4P	386729	HGNC:23872	processed_pseudogene		Y	chromodomain Y-linked 4 pseudogene
ENSG00000228412	LNC-LBCS	100506885	HGNC:54418	lncRNA	LBCS	6	lncRNA bladder and prostate cancer suppressor, hnRNPK interacting
ENSG00000228413	ARL8BP1	127566425	HGNC:56628	processed_pseudogene		3	ARL8B pseudogene 1
ENSG00000228414	REL-DT	400957	HGNC:49572	lncRNA	FLJ16341|LINC01185	2	REL divergent transcript
ENSG00000228415	PTMAP1	5758	HGNC:9624	processed_pseudogene	Em:AB023049.6	6	prothymosin alpha pseudogene 1
ENSG00000228417				lncRNA		10	
ENSG00000228420	LINC01768	107985167	HGNC:52558	lncRNA		1	long independently transcribed non-coding RNA 1768
ENSG00000228421				lncRNA		7	
ENSG00000228422	LINC00687	728450	HGNC:16194	lncRNA	C20orf61|dJ1012F16.1	20	long independently transcribed non-coding RNA 687
ENSG00000228423				lncRNA		1	
ENSG00000228426	ZNF32-AS2	414208	HGNC:23593	lncRNA	C10orf44|ZNF32-AS3|ZNF32AS3|ZNF32OS2|b402L1.7	10	ZNF32 antisense RNA 2
ENSG00000228427				lncRNA		X	
ENSG00000228429				processed_pseudogene		7	
ENSG00000228430				transcribed_unprocessed_pseudogene		9	
ENSG00000228431	ARL5AP3	106480778	HGNC:43935	processed_pseudogene		1	ARL5A pseudogene 3
ENSG00000228432	DHFRP2	729816	HGNC:2863	transcribed_processed_pseudogene		6	dihydrofolate reductase pseudogene 2
ENSG00000228433	OR7E23P	391279	HGNC:8395	unprocessed_pseudogene	OR21-3|OR213|OR7E92P	21	olfactory receptor family 7 subfamily E member 23 pseudogene
ENSG00000228436	RRAGC-DT	105378663	HGNC:55793	lncRNA	LENGA	1	RRAGC divergent transcript
ENSG00000228437	LINC02474	110806276	HGNC:53417	lncRNA	RP11-400N13.2|RP11400N13.2|lncSLCC1	1	long independently transcribed non-coding RNA 2474
ENSG00000228438				processed_pseudogene		20	
ENSG00000228440	MTND5P6	100873196	HGNC:42268	unprocessed_pseudogene		7	MT-ND5 pseudogene 6
ENSG00000228444				lncRNA		13	
ENSG00000228445	UGT1A2P	54580	HGNC:12534	unprocessed_pseudogene	UGT1BP	2	UDP glucuronosyltransferase family 1 member A2, pseudogene
ENSG00000228446	ANKRD49P1	100419814	HGNC:54619	processed_pseudogene		2	ANKRD49 pseudogene 1
ENSG00000228450	NLRP7P1	100421039	HGNC:55131	processed_pseudogene		X	NLRP7 pseudogene 1
ENSG00000228451	SDAD1P1	157489	HGNC:31403	transcribed_processed_pseudogene		8	SDA1 domain containing 1 pseudogene 1
ENSG00000228452				lncRNA		1	
ENSG00000228453	RPS15AP9	441898	HGNC:36164	processed_pseudogene		1	ribosomal protein S15a pseudogene 9
ENSG00000228459	LINC01546	100129464	HGNC:27336	lncRNA	CXorf28|VAL	X	long independently transcribed non-coding RNA 1546
ENSG00000228460	CYP2C59P	100874505	HGNC:42406	unprocessed_pseudogene	CYP2C9-de2c3c|CYP2C9de2c3c	10	cytochrome P450 family 2 subfamily C member 59, pseudogene
